epi_week;date;country;state;city;newDeaths;deaths;newCases;totalCases;deathsMS;totalCasesMS;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;recovered;suspects;tests;tests_per_100k_inhabitants;vaccinated;vaccinated_per_100_inhabitants;vaccinated_second;vaccinated_second_per_100_inhabitants;vaccinated_single;vaccinated_single_per_100_inhabitants
144;03/11/2021;Brazil;TOTAL;TOTAL;190;608280;16300;21838127;608235;21835785;28515223;1023737517;2785;20741445;7958935;64750853;30354.19542;155596734;72.94134;112376818;52.68051;4859363;2.27799
144;04/11/2021;Brazil;TOTAL;TOTAL;434;608714;13246;21851373;608671;21849137;28535568;1024358469;2786;20741445;7958935;64750853;30354.19542;155857431;73.06355;113310710;53.11830;4861101;2.27881
144;05/11/2021;Brazil;TOTAL;TOTAL;382;609096;12991;21864364;609060;21862458;28553476;1024967466;2786;20743121;7958935;64750853;30354.19542;156142049;73.19697;114614400;53.72945;4854495;2.27571
144;06/11/2021;Brazil;TOTAL;TOTAL;303;609399;11173;21875537;609388;21874324;28567680;1025491239;2786;20743121;7958935;64750853;30354.19542;156232064;73.23917;115033631;53.92598;4854833;2.27587
145;07/11/2021;Brazil;TOTAL;TOTAL;70;609469;5661;21881198;609447;21880439;28570961;1025756618;2785;20743121;7958935;64750853;30354.19542;156506153;73.36766;115248446;54.02668;4857737;2.27723
145;08/11/2021;Brazil;TOTAL;TOTAL;120;609589;6875;21888073;609573;21886077;28576587;1026078908;2785;20747506;7958935;64755932;30356.57637;156738057;73.47637;116192099;54.46905;4861372;2.27894
145;09/11/2021;Brazil;TOTAL;TOTAL;208;609797;11809;21899882;609756;21897025;28586337;1026632495;2784;20747506;7958935;64755932;30356.57637;156961638;73.58118;117065109;54.87831;4866371;2.28128
145;10/11/2021;Brazil;TOTAL;TOTAL;268;610065;14980;21914862;610036;21909298;28598901;1027334734;2784;20747506;7958935;64755932;30356.57637;157188513;73.68754;117962076;55.29879;4868450;2.28225
145;11/11/2021;Brazil;TOTAL;TOTAL;240;610305;15538;21930400;610224;21924598;28610152;1028063132;2783;20747506;7958935;64755932;30356.57637;157460950;73.81525;118919781;55.74775;4871048;2.28347
145;12/11/2021;Brazil;TOTAL;TOTAL;621;610926;14596;21944996;610491;21939196;28639263;1028747370;2784;20747506;7958935;64755932;30356.57637;157505174;73.83598;119723808;56.12466;4871817;2.28383
145;13/11/2021;Brazil;TOTAL;TOTAL;307;611233;9358;21954354;611222;21953838;28653655;1029186058;2784;20747506;7958935;64755932;30356.57637;157572317;73.86746;120166125;56.33202;4873104;2.28444
146;14/11/2021;Brazil;TOTAL;TOTAL;65;611298;4301;21958655;611283;21957967;28656702;1029387682;2784;20747506;7958935;64755932;30356.57637;157664891;73.91086;120406157;56.44454;4873130;2.28445
146;15/11/2021;Brazil;TOTAL;TOTAL;70;611368;2743;21961398;611346;21960766;28659983;1029516270;2784;20748960;7958935;64755932;30356.57637;157728055;73.94047;120744854;56.60331;4873376;2.28456
146;16/11/2021;Brazil;TOTAL;TOTAL;142;611510;6564;21967962;611478;21965684;28666640;1029823980;2784;20803039;7958935;64755932;30356.57637;157779564;73.96461;121181363;56.80794;4874098;2.28490
146;17/11/2021;Brazil;TOTAL;TOTAL;377;611887;13112;21981074;611851;21977661;28684313;1030438650;2784;20803039;7958935;64755932;30356.57637;158005576;74.07056;122216850;57.29336;4875014;2.28533
146;18/11/2021;Brazil;TOTAL;TOTAL;272;612159;11401;21992475;612144;21989962;28697064;1030973111;2783;20815777;7958935;64755932;30356.57637;158143605;74.13527;122886325;57.60720;4875600;2.28561
146;19/11/2021;Brazil;TOTAL;TOTAL;236;612395;12371;22004846;612370;22003317;28708128;1031553045;2783;20815965;7958935;64755932;30356.57637;158292931;74.20527;123611126;57.94698;4880041;2.28769
146;20/11/2021;Brazil;TOTAL;TOTAL;208;612603;8216;22013062;612587;22012150;28717878;1031938198;2783;20815965;7958935;64755932;30356.57637;158424869;74.26712;124082506;58.16795;4880574;2.28794
147;21/11/2021;Brazil;TOTAL;TOTAL;96;612699;5088;22018150;612659;22017276;28722379;1032176716;2783;20822375;7958935;64755932;30356.57637;158547085;74.32441;124428861;58.33032;4881209;2.28824
147;22/11/2021;Brazil;TOTAL;TOTAL;126;612825;4609;22022759;612782;22019870;28728285;1032392778;2783;20827596;7958935;65182444;30556.51858;158687350;74.39017;125055152;58.62392;4882578;2.28888
147;23/11/2021;Brazil;TOTAL;TOTAL;294;613119;12426;22035185;613066;22030182;28742068;1032975290;2782;20829656;7958935;65182444;30556.51858;158834400;74.45910;125745408;58.94750;4883144;2.28914
147;24/11/2021;Brazil;TOTAL;TOTAL;270;613389;12245;22047430;613339;22043112;28754725;1033549317;2782;20866854;7958935;65191446;30560.73858;158939087;74.50818;126428739;59.26783;4883742;2.28942
147;25/11/2021;Brazil;TOTAL;TOTAL;288;613677;12275;22059705;613642;22055238;28768226;1034124750;2782;20866854;7958935;65191446;30560.73858;159064028;74.56675;126923222;59.49964;4882764;2.28896
147;26/11/2021;Brazil;TOTAL;TOTAL;305;613982;10871;22070576;613957;22067630;28782524;1034634365;2782;20866854;7958935;65191446;30560.73858;159268013;74.66237;127617958;59.82532;4880876;2.28808
147;27/11/2021;Brazil;TOTAL;TOTAL;227;614209;7869;22078445;614186;22076863;28793165;1035003252;2782;20866854;7958935;65191446;30560.73858;159330812;74.69181;127877281;59.94689;4881160;2.28821
148;28/11/2021;Brazil;TOTAL;TOTAL;80;614289;3536;22081981;614278;22080906;28796915;1035169014;2782;20866854;7958935;65191446;30560.73858;159385492;74.71745;128082439;60.04306;4903907;2.29888
148;29/11/2021;Brazil;TOTAL;TOTAL;118;614407;4489;22086470;614376;22084749;28802447;1035379451;2782;20866854;7958935;65191446;30560.73858;159455782;74.75040;128461830;60.22091;4902914;2.29841
148;30/11/2021;Brazil;TOTAL;TOTAL;326;614733;10299;22096769;614681;22094459;28817729;1035862252;2782;20866854;7958935;65191446;30560.73858;159618145;74.82651;129083126;60.51217;4906067;2.29989
148;01/12/2021;Brazil;TOTAL;TOTAL;268;615001;12265;22109034;614964;22105872;28830293;1036437217;2782;21041635;7958935;65380088;30649.17102;159844609;74.93267;129802251;60.84928;4908898;2.30122
148;02/12/2021;Brazil;TOTAL;TOTAL;196;615197;11928;22120962;615179;22118782;28839481;1036996383;2781;21041635;7958935;65380088;30649.17102;159971137;74.99199;130484397;61.16906;4910450;2.30194
148;03/12/2021;Brazil;TOTAL;TOTAL;234;615431;10620;22131582;615400;22129409;28850451;1037494232;2781;21041635;7958935;65380088;30649.17102;160133508;75.06810;131592809;61.68867;4912391;2.30285
148;04/12/2021;Brazil;TOTAL;TOTAL;146;615577;7406;22138988;615570;22138247;28857295;1037841414;2781;21041915;7958935;65380088;30649.17102;160216881;75.10719;131979338;61.86987;4913519;2.30338
149;05/12/2021;Brazil;TOTAL;TOTAL;71;615648;4692;22143680;615636;22143091;28860623;1038061367;2780;21041915;7958935;65380088;30649.17102;160262766;75.12870;132053277;61.90453;4913288;2.30327
149;06/12/2021;Brazil;TOTAL;TOTAL;132;615780;6015;22149695;615744;22147476;28866811;1038343341;2780;21041915;7958935;65380088;30649.17102;160275646;75.13474;132501599;62.11469;4914173;2.30369
149;07/12/2021;Brazil;TOTAL;TOTAL;261;616041;10133;22159828;616018;22157726;28879046;1038818360;2780;21041915;7958935;65380088;30649.17102;160379320;75.18334;133043639;62.36879;4914550;2.30386
149;08/12/2021;Brazil;TOTAL;TOTAL;239;616280;10132;22169960;616251;22167781;28890250;1039293333;2780;21041915;7958935;65380088;30649.17102;160467478;75.22466;133385915;62.52925;4913661;2.30345
149;09/12/2021;Brazil;TOTAL;TOTAL;199;616479;8751;22178711;616457;22177059;28899579;1039703566;2780;21041915;7958935;65380088;30649.17102;160580377;75.27759;134055362;62.84307;4914173;2.30369
149;10/12/2021;Brazil;TOTAL;TOTAL;228;616707;7063;22185774;616691;22184824;28910267;1040034669;2780;21041915;7958935;65380088;30649.17102;160678223;75.32346;134404749;63.00686;4958731;2.32458
149;11/12/2021;Brazil;TOTAL;TOTAL;53;616760;2684;22188458;616744;22188179;28912752;1040160490;2780;21041915;7958935;65380088;30649.17102;160696993;75.33226;134467929;63.03648;4959898;2.32512
150;12/12/2021;Brazil;TOTAL;TOTAL;82;616842;1615;22190073;616830;22189867;28916596;1040236199;2780;21041915;7958935;65380088;30649.17102;160709209;75.33798;134498939;63.05102;4960520;2.32541
150;13/12/2021;Brazil;TOTAL;TOTAL;45;616887;2770;22192843;616878;22191949;28918706;1040366052;2780;21041915;7958935;65380088;30649.17102;160549031;75.26290;134854190;63.21755;4961039;2.32566
150;14/12/2021;Brazil;TOTAL;TOTAL;113;617000;4372;22197215;616970;22195775;28924003;1040571005;2780;21041915;7958935;65380088;30649.17102;160592056;75.28306;135263180;63.40928;4914927;2.30404
150;15/12/2021;Brazil;TOTAL;TOTAL;298;617298;5075;22202290;617271;22201221;28937973;1040808913;2780;21041915;7958935;65380088;30649.17102;160791369;75.37650;136010612;63.75966;4915674;2.30439
150;16/12/2021;Brazil;TOTAL;TOTAL;123;617421;3659;22205949;617395;22204941;28943739;1040980441;2780;21041915;7958935;65380088;30649.17102;160933856;75.44330;136278329;63.88517;4916176;2.30463
150;17/12/2021;Brazil;TOTAL;TOTAL;198;617619;4360;22210309;617601;22209020;28953021;1041184831;2781;21041915;7958935;65380088;30649.17102;161046851;75.49627;136511135;63.99430;4916884;2.30496
150;18/12/2021;Brazil;TOTAL;TOTAL;138;617757;2381;22212690;617754;22212343;28959490;1041296449;2781;21041915;7958935;65380088;30649.17102;161061525;75.50314;136571713;64.02270;4917137;2.30508
151;19/12/2021;Brazil;TOTAL;TOTAL;55;617812;1458;22214148;617803;22213762;28962068;1041364798;2781;21057998;7958935;65497639;30704.27711;161069896;75.50707;136583563;64.02826;4917171;2.30509
151;20/12/2021;Brazil;TOTAL;TOTAL;83;617895;2638;22216786;617873;22215856;28965959;1041488463;2781;21057998;7958935;65497639;30704.27711;161121503;75.53126;136794883;64.12732;4918138;2.30555
151;21/12/2021;Brazil;TOTAL;TOTAL;71;617966;3730;22220516;617948;22219477;28969287;1041663320;2781;21057998;7958935;65497639;30704.27711;161200234;75.56817;137001892;64.22436;4921560;2.30715
151;22/12/2021;Brazil;TOTAL;TOTAL;149;618115;3422;22223938;618091;22222928;28976272;1041823738;2781;21057998;7958935;65497639;30704.27711;161470455;75.69484;137452502;64.43560;4932212;2.31214
151;23/12/2021;Brazil;TOTAL;TOTAL;128;618243;3717;22227655;618228;22226573;28982273;1041997985;2781;21057998;7958935;65497639;30704.27711;161525979;75.72087;137884503;64.63812;4933489;2.31274
151;24/12/2021;Brazil;TOTAL;TOTAL;164;618407;4028;22231683;618392;22230737;28989961;1042186811;2782;21057998;7958935;65497639;30704.27711;161540928;75.72788;137679887;64.54220;4933591;2.31279
151;25/12/2021;Brazil;TOTAL;TOTAL;47;618454;3222;22234905;618424;22234626;28992164;1042337854;2781;21057998;7958935;65497639;30704.27711;161540935;75.72788;137679916;64.54221;4933592;2.31279
152;26/12/2021;Brazil;TOTAL;TOTAL;25;618479;4962;22239867;618448;22239436;28993336;1042570465;2781;21058966;7958935;65497639;30704.27711;161550657;75.73244;137692959;64.54832;4933597;2.31279
152;27/12/2021;Brazil;TOTAL;TOTAL;80;618559;8114;22247981;618534;22246276;28997086;1042950836;2780;21058966;7958935;65497639;30704.27711;161581379;75.74684;137828758;64.61198;4934313;2.31313
152;28/12/2021;Brazil;TOTAL;TOTAL;170;618729;8635;22256616;618705;22254706;29005056;1043355632;2780;21058966;8355771;65497639;30704.27711;161689557;75.79756;138026189;64.70454;4935453;2.31366
152;29/12/2021;Brazil;TOTAL;TOTAL;116;618845;9549;22266165;618817;22263834;29010494;1043803274;2779;21059581;8355771;65497639;30704.27711;161768755;75.83468;138338003;64.85071;4936714;2.31425
152;30/12/2021;Brazil;TOTAL;TOTAL;148;618993;12875;22279040;618984;22277239;29017432;1044406834;2778;21059693;8355771;65497639;30704.27711;161808821;75.85347;138451280;64.90381;4938214;2.31496
152;31/12/2021;Brazil;TOTAL;TOTAL;86;619079;9595;22288635;619056;22287521;29021463;1044856633;2778;21186233;8355771;66100617;30986.94384;161817865;75.85770;138486380;64.92027;4938611;2.31514
152;01/01/2022;Brazil;TOTAL;TOTAL;32;619111;3544;22292179;619105;22291507;29022963;1045022770;2777;21186233;8355771;66100617;30986.94384;161821667;75.85949;138491542;64.92269;4938613;2.31515
201;02/01/2022;Brazil;TOTAL;TOTAL;41;619152;2446;22294625;619133;22293228;29024885;1045137435;2777;21186233;8355771;66100617;30986.94384;161828868;75.86286;138512227;64.93238;4938669;2.31517
201;03/01/2022;Brazil;TOTAL;TOTAL;72;619224;12299;22306924;619209;22305078;29028261;1045713993;2776;21186233;8355771;66100617;30986.94384;161857606;75.87633;138636526;64.99065;4939336;2.31548
201;04/01/2022;Brazil;TOTAL;TOTAL;182;619406;18944;22325868;619384;22323837;29036792;1046602058;2774;21186772;8355771;66100617;30986.94384;162047749;75.96547;138806879;65.07051;4940330;2.31595
201;05/01/2022;Brazil;TOTAL;TOTAL;127;619533;28401;22354269;619513;22351104;29042746;1047933453;2771;21186929;8355771;66100617;30986.94384;162094772;75.98751;138920944;65.12398;4942901;2.31716
201;06/01/2022;Brazil;TOTAL;TOTAL;174;619707;46665;22400934;619641;22386930;29050903;1050121036;2766;21187177;8355771;66100617;30986.94384;162152945;76.01479;139045557;65.18240;4943725;2.31754
201;07/01/2022;Brazil;TOTAL;TOTAL;146;619853;53348;22454282;619822;22450222;29057747;1052621907;2761;21187177;8355771;66100617;30986.94384;162192583;76.03337;139310363;65.30654;4946476;2.31883
201;08/01/2022;Brazil;TOTAL;TOTAL;96;619949;48754;22503036;619937;22499525;29062247;1054907419;2755;21187177;8355771;66100617;30986.94384;162220016;76.04623;139377398;65.33796;4947025;2.31909
202;09/01/2022;Brazil;TOTAL;TOTAL;49;619998;24437;22527473;619981;22523907;29064544;1056052988;2752;21187177;8355771;66100617;30986.94384;162231433;76.05158;139407999;65.35231;4947037;2.31909
202;10/01/2022;Brazil;TOTAL;TOTAL;119;620117;34675;22562148;620091;22558695;29070123;1057678498;2748;21188123;8355771;66100617;30986.94384;162324788;76.09534;139747810;65.51161;4948624;2.31984
202;11/01/2022;Brazil;TOTAL;TOTAL;135;620252;73960;22636108;620238;22629460;29076452;1061145628;2740;21188823;8355771;66100617;30986.94384;162374537;76.11866;139881244;65.57416;4954480;2.32258
202;12/01/2022;Brazil;TOTAL;TOTAL;139;620391;89046;22725154;620371;22716931;29082968;1065319966;2730;21189497;8355771;66100617;30986.94384;162375830;76.11927;140016395;65.63751;4955453;2.32304
202;13/01/2022;Brazil;TOTAL;TOTAL;196;620587;97228;22822382;620545;22814917;29092156;1069877864;2719;21195719;8355771;66100617;30986.94384;162435666;76.14732;140261112;65.75223;4956729;2.32364
202;14/01/2022;Brazil;TOTAL;TOTAL;231;620818;108666;22931048;620796;22927203;29102985;1074971958;2707;21195719;8355771;66100617;30986.94384;162469860;76.16335;140383389;65.80956;4957976;2.32422
202;15/01/2022;Brazil;TOTAL;TOTAL;164;620982;47948;22978996;620971;22975723;29110673;1077219686;2702;21207956;8355771;66119400;30995.74902;162510870;76.18257;140471978;65.85108;4960540;2.32542
203;16/01/2022;Brazil;TOTAL;TOTAL;99;621081;34468;23013464;621045;23000657;29115314;1078835492;2699;21222141;8355771;66119400;30995.74902;162690550;76.26681;141299733;66.23912;4965768;2.32788
203;17/01/2022;Brazil;TOTAL;TOTAL;166;621247;77181;23090645;621166;23074791;29123096;1082453617;2690;21222141;8355771;66119400;30995.74902;162921700;76.37517;142212701;66.66711;4967803;2.32883
203;18/01/2022;Brazil;TOTAL;TOTAL;312;621559;133249;23223894;621517;23211894;29137722;1088700124;2676;21408433;8355771;66120342;30996.19062;163000773;76.41223;142548955;66.82474;4971146;2.33040
203;19/01/2022;Brazil;TOTAL;TOTAL;322;621881;203716;23427610;621855;23416748;29152817;1098250014;2654;21428115;8355771;66120342;30996.19062;163135177;76.47524;142711392;66.90089;4973467;2.33148
203;20/01/2022;Brazil;TOTAL;TOTAL;352;622233;169885;23597495;622205;23585243;29169318;1106213959;2637;21428115;8722636;66120342;30996.19062;163323233;76.56340;142998343;67.03540;4990354;2.33940
203;21/01/2022;Brazil;TOTAL;TOTAL;398;622631;172596;23770091;622563;23751782;29187975;1114304992;2619;21428115;8722636;66120342;30996.19062;163446860;76.62135;143176637;67.11899;4991319;2.33985
203;22/01/2022;Brazil;TOTAL;TOTAL;310;622941;162397;23932488;622801;23909175;29202508;1121917911;2603;21428115;8722636;66120342;30996.19062;163640562;76.71216;143484324;67.26323;4991604;2.33999
204;23/01/2022;Brazil;TOTAL;TOTAL;191;623132;120300;24052788;623097;24044255;29211462;1127557389;2591;21428115;8722636;66120342;30996.19062;163675994;76.72877;143519370;67.27965;4991619;2.33999
204;24/01/2022;Brazil;TOTAL;TOTAL;270;623402;93749;24146537;623356;24127595;29224119;1131952196;2582;21473411;8722636;66606202;31223.95425;163930343;76.84800;143873208;67.44553;4992777;2.34054
204;25/01/2022;Brazil;TOTAL;TOTAL;485;623887;201679;24348216;623843;24311317;29246855;1141406595;2562;21476586;8722636;66606202;31223.95425;164063038;76.91021;144092956;67.54854;4992899;2.34059
204;26/01/2022;Brazil;TOTAL;TOTAL;603;624490;218903;24567119;624413;24535884;29275122;1151668428;2542;21479763;8722636;66606202;31223.95425;164447484;77.09043;144192294;67.59511;4999210;2.34355
204;27/01/2022;Brazil;TOTAL;TOTAL;683;625173;230283;24797402;625085;24764838;29307140;1162463738;2521;21479763;8866327;66606202;31223.95425;164790102;77.25104;144450810;67.71630;5007623;2.34750
204;28/01/2022;Brazil;TOTAL;TOTAL;763;625936;259449;25056851;625884;25034806;29342909;1174626305;2498;21488062;8866327;66606202;31223.95425;165144296;77.41708;144604506;67.78835;5022236;2.35435
204;29/01/2022;Brazil;TOTAL;TOTAL;694;626630;200030;25256881;626524;25214622;29375442;1184003401;2481;21488062;8866327;66606202;31223.95425;165360127;77.51826;144667367;67.81782;5023573;2.35497
205;30/01/2022;Brazil;TOTAL;TOTAL;274;626904;103379;25360260;626854;25348797;29388287;1188849648;2472;21488062;8866327;66606202;31223.95425;165399712;77.53682;144680642;67.82404;5023650;2.35501
205;31/01/2022;Brazil;TOTAL;TOTAL;482;627386;109380;25469640;627138;25426744;29410882;1193977213;2463;21651890;8866327;66606202;31223.95425;165862664;77.75384;144810359;67.88485;5025278;2.35577
205;01/02/2022;Brazil;TOTAL;TOTAL;750;628136;168059;25637699;628067;25620209;29446041;1201855558;2450;21829580;8866327;67204366;31504.36425;166153688;77.89027;144919855;67.93618;5026365;2.35628
205;02/02/2022;Brazil;TOTAL;TOTAL;940;629076;188478;25826177;628960;25793112;29490107;1210691114;2436;21829580;8866327;67204366;31504.36425;166470449;78.03876;145134094;68.03661;5028455;2.35726
205;03/02/2022;Brazil;TOTAL;TOTAL;997;630073;285396;26111573;630001;26091520;29536845;1224070036;2413;21829580;8866327;67204366;31504.36425;166777649;78.18277;145366545;68.14558;5029868;2.35792
205;04/02/2022;Brazil;TOTAL;TOTAL;968;631041;219433;26331006;630494;26275831;29582223;1234356714;2397;21829580;8866327;67204366;31504.36425;167334629;78.44388;145535656;68.22486;5043923;2.36451
205;05/02/2022;Brazil;TOTAL;TOTAL;804;631845;151143;26482149;631802;26473273;29619913;1241442064;2386;21829580;8866327;67204366;31504.36425;167677014;78.60438;145612139;68.26071;5045691;2.36534
206;06/02/2022;Brazil;TOTAL;TOTAL;447;632292;63437;26545586;632193;26533010;29640868;1244415892;2382;21829580;8866327;67204366;31504.36425;167754397;78.64066;145714333;68.30862;5046532;2.36574
206;07/02/2022;Brazil;TOTAL;TOTAL;415;632707;72228;26617814;632621;26599593;29660323;1247801829;2377;21829580;8866327;67204366;31504.36425;168210512;78.85448;145838536;68.36684;5047687;2.36628
206;08/02/2022;Brazil;TOTAL;TOTAL;1197;633904;180552;26798366;633810;26776620;29716436;1256265826;2365;22008588;8866327;67689970;31732.00787;168362278;78.92562;145988677;68.43723;5047806;2.36633
206;09/02/2022;Brazil;TOTAL;TOTAL;1287;635191;177366;26975732;635074;26955434;29776769;1264580469;2355;22013249;8866327;67689970;31732.00787;168481642;78.98158;146329755;68.59712;5031663;2.35877
206;10/02/2022;Brazil;TOTAL;TOTAL;925;636116;164157;27139889;636017;27119500;29820131;1272275895;2344;22013249;8866327;67689970;31732.00787;168880877;79.16874;146694534;68.76812;5034336;2.36002
206;11/02/2022;Brazil;TOTAL;TOTAL;1116;637232;161750;27301639;637152;27285509;29872448;1279858484;2334;22013249;8866327;67689970;31732.00787;169370255;79.39815;146912866;68.87047;5038490;2.36197
206;12/02/2022;Brazil;TOTAL;TOTAL;866;638098;133158;27434797;638048;27425743;29913044;1286100724;2326;22013249;8866327;67689970;31732.00787;169581780;79.49731;147012920;68.91738;5039038;2.36222
207;13/02/2022;Brazil;TOTAL;TOTAL;342;638440;55623;27490420;638362;27479963;29929077;1288708244;2322;22013249;8866327;67689970;31732.00787;169675472;79.54123;147155512;68.98422;5039781;2.36257
207;14/02/2022;Brazil;TOTAL;TOTAL;493;638933;64760;27555180;638835;27538503;29952188;1291744092;2319;22032729;8866327;67689970;31732.00787;169895343;79.64430;147314691;69.05884;5023341;2.35486
207;15/02/2022;Brazil;TOTAL;TOTAL;915;639848;123801;27678981;639689;27659052;29995082;1297547691;2312;24773656;8866327;69640999;32646.62000;170121986;79.75055;147394141;69.09609;5033989;2.35986
207;16/02/2022;Brazil;TOTAL;TOTAL;1033;640881;144219;27823200;640774;27806786;30043507;1304308454;2303;24773656;8866327;69640999;32646.62000;170394085;79.87810;147563971;69.17570;5035190;2.36042
207;17/02/2022;Brazil;TOTAL;TOTAL;1108;641989;129525;27952725;641902;27937835;30095448;1310380385;2297;24773656;8866327;69640999;32646.62000;170646362;79.99637;147744020;69.26010;5038130;2.36180
207;18/02/2022;Brazil;TOTAL;TOTAL;1118;643107;120132;28072857;643029;28058862;30147859;1316011987;2291;24781643;8866327;69640999;32646.62000;171359341;80.33060;148062460;69.40938;5041031;2.36316
207;19/02/2022;Brazil;TOTAL;TOTAL;836;643943;103715;28176572;643880;28167587;30187049;1320873985;2285;24781643;8866327;69640999;32646.62000;171563203;80.42617;148251978;69.49823;5042116;2.36367
208;20/02/2022;Brazil;TOTAL;TOTAL;399;644342;38641;28215213;644286;28208212;30205753;1322685416;2284;24781643;8866327;69640999;32646.62000;171640408;80.46236;148302645;69.52198;5043869;2.36449
208;21/02/2022;Brazil;TOTAL;TOTAL;343;644685;43843;28259056;644604;28245551;30221833;1324740707;2281;24781643;8866327;69640999;32646.62000;171816412;80.54487;148449102;69.59064;5047541;2.36621
208;22/02/2022;Brazil;TOTAL;TOTAL;804;645489;102562;28361618;645420;28351327;30259523;1329548655;2276;25024038;8866327;69640999;32646.62000;172029941;80.64497;148570908;69.64774;5048718;2.36676
208;23/02/2022;Brazil;TOTAL;TOTAL;985;646474;130812;28492430;646419;28484890;30305698;1335680919;2269;25024038;8866327;69640999;32646.62000;172308344;80.77548;148857152;69.78192;5050530;2.36761
208;24/02/2022;Brazil;TOTAL;TOTAL;983;647457;96440;28588870;647390;28578647;30351780;1340201876;2265;25024038;8866327;69640999;32646.62000;172573947;80.89999;149106386;69.89876;5047146;2.36602
208;25/02/2022;Brazil;TOTAL;TOTAL;798;648255;88790;28677660;648160;28670242;30389189;1344364214;2260;25024038;8866327;69640999;32646.62000;172836653;81.02314;149362074;70.01862;5057633;2.37094
208;26/02/2022;Brazil;TOTAL;TOTAL;708;648963;72842;28750502;648913;28744050;30422379;1347778934;2257;25024038;8866327;69640999;32646.62000;172930058;81.06693;149455066;70.06222;5058540;2.37137
209;27/02/2022;Brazil;TOTAL;TOTAL;215;649178;22137;28772639;649134;28768104;30432458;1348816682;2256;25024038;8866327;69640999;32646.62000;172963470;81.08259;149504349;70.08532;5058873;2.37152
209;28/02/2022;Brazil;TOTAL;TOTAL;238;649416;19952;28792591;649333;28787620;30443615;1349752001;2255;25024038;8866327;69640999;32646.62000;173123497;81.15761;149827740;70.23692;5060347;2.37221
209;01/03/2022;Brazil;TOTAL;TOTAL;278;649694;22415;28815006;649630;28811165;30456647;1350802781;2255;25024038;8866327;69640999;32646.62000;173235390;81.21006;149876685;70.25986;5061687;2.37284
209;02/03/2022;Brazil;TOTAL;TOTAL;346;650040;30135;28845141;650000;28842160;30472867;1352215463;2254;25024038;8866327;69640999;32646.62000;173298780;81.23978;150001770;70.31850;5062684;2.37331
209;03/03/2022;Brazil;TOTAL;TOTAL;587;650627;65544;28910685;650578;28904030;30500384;1355288064;2250;25613111;8866327;69951873;32792.35291;173360211;81.26858;150164314;70.39470;5064130;2.37399
209;04/03/2022;Brazil;TOTAL;TOTAL;694;651321;70259;28980944;651255;28973799;30532918;1358581697;2247;25614956;8866327;69951873;32792.35291;173482886;81.32609;150357085;70.48507;5064984;2.37439
209;05/03/2022;Brazil;TOTAL;TOTAL;633;651954;55130;29036074;651927;29033052;30562592;1361166106;2245;25614956;8866327;69951873;32792.35291;173571773;81.36775;150498275;70.55126;5066045;2.37488
210;06/03/2022;Brazil;TOTAL;TOTAL;214;652168;16161;29052235;652143;29049013;30572624;1361923709;2245;25614956;8866327;69951873;32792.35291;173612080;81.38665;150524931;70.56375;5066462;2.37508
210;07/03/2022;Brazil;TOTAL;TOTAL;220;652388;21854;29074089;652341;29069469;30582937;1362948190;2244;25614956;8866327;69951873;32792.35291;173728790;81.44136;150712422;70.65165;5068518;2.37604
210;08/03/2022;Brazil;TOTAL;TOTAL;492;652880;75132;29149221;652829;29138362;30606002;1366470262;2240;25614956;8866327;69951873;32792.35291;173845108;81.49589;150894902;70.73719;5070148;2.37681
210;09/03/2022;Brazil;TOTAL;TOTAL;678;653558;50348;29199569;653498;29193268;30637785;1368830498;2238;25614956;8866327;69951873;32792.35291;174001616;81.56926;151105122;70.83574;5083126;2.38289
210;10/03/2022;Brazil;TOTAL;TOTAL;565;654123;57006;29256575;654086;29249903;30664272;1371502851;2236;25614956;8866327;69951873;32792.35291;174632605;81.86506;152016244;71.26286;5081306;2.38204
210;11/03/2022;Brazil;TOTAL;TOTAL;456;654579;53422;29309997;654556;29305114;30685648;1374007191;2233;27362944;8866327;70923215;33247.70297;174752176;81.92111;152182569;71.34083;5084068;2.38333
210;12/03/2022;Brazil;TOTAL;TOTAL;384;654963;45788;29355785;654945;29350134;30703649;1376153662;2231;27362944;8866327;70923215;33247.70297;175054468;82.06282;152387142;71.43673;5085712;2.38410
211;13/03/2022;Brazil;TOTAL;TOTAL;138;655101;14553;29370338;655078;29368776;30710119;1376835884;2230;27362944;8866327;70923215;33247.70297;175091722;82.08028;152423804;71.45391;5086515;2.38448
211;14/03/2022;Brazil;TOTAL;TOTAL;185;655286;16841;29387179;655249;29380063;30718791;1377625364;2230;27366309;8866327;70923215;33247.70297;175185368;82.12418;152586722;71.53029;5088542;2.38543
211;15/03/2022;Brazil;TOTAL;TOTAL;328;655614;50167;29437346;655585;29432157;30734167;1379977115;2227;27366309;8866327;70923215;33247.70297;175231097;82.14562;152712437;71.58922;5089499;2.38588
211;16/03/2022;Brazil;TOTAL;TOTAL;356;655970;50575;29487921;655940;29478039;30750856;1382347992;2225;27366309;8866327;70923215;33247.70297;175311829;82.18347;152953340;71.70215;5098182;2.38995
211;17/03/2022;Brazil;TOTAL;TOTAL;477;656447;45541;29533462;656425;29527640;30773217;1384482884;2223;27366309;8866327;70923215;33247.70297;175394239;82.22210;153140629;71.78995;5101046;2.39129
